text,hashtag,sentiment,sentiment_score
fondu,filmfanatic,Neutral,0.0
unwind classic movie marathon discover something new whats list weekend,filmfanatic,Positive,0.1515151515151515
martin ale film,filmfanatic,Neutral,0.0
always happy cinema yes cinema,filmfanatic,Positive,0.8
top best film top entertainment,filmfanatic,Positive,0.6666666666666666
good morning thriller movie morning thriller,filmfanatic,Positive,0.7
fantastic schedule napoleon,filmfanatic,Positive,0.4
save best gift movie take advantage holiday sale use coupon code,filmfanatic,Positive,1.0
coming old court cinema great escaper see film,filmfanatic,Positive,0.45
dobe ale detail,filmfanatic,Neutral,0.0
put movie knowledge test guess movie challenge identify film cryptic clue share see ultimate movie guru,filmfanatic,Neutral,0.0
whats maximum number youve watched single day movie,filmfanatic,Negative,-0.07142857142857142
ale ped,filmfanatic,Neutral,0.0
mayor building,filmfanatic,Neutral,0.0
pod let,filmfanatic,Neutral,0.0
tam,filmfanatic,Neutral,0.0
settle movie poster entire cinematic universe mint today film mint,filmfanatic,Neutral,0.0
film,filmfanatic,Neutral,0.0
dobe tip,filmfanatic,Neutral,0.0
another creation look forward excitement palpable,filmfanatic,Neutral,0.0
killer dal,filmfanatic,Neutral,0.0
ist die min,filmfanatic,Neutral,0.0
pro,filmfanatic,Neutral,0.0
dal film planeta,filmfanatic,Neutral,0.0
new chosen less month four,filmfanatic,Negative,-0.015151515151515152
eclectic composed volunteer picked screened really film fanatic could volunteer put list,filmfanatic,Negative,-0.04999999999999999
upcoming movie watching future discover power digital marketing social media call information tiger,filmfanatic,Positive,0.011111111111111112
come see big fat wedding get comedy,filmfanatic,Neutral,0.0
one organ save life one organ take life donor,filmfanatic,Neutral,0.0
film banky,filmfanatic,Neutral,0.0
godfather wisdom godfather watching captivating movie thats perfect cozy night viral,filmfanatic,Positive,0.43333333333333335
tee,filmfanatic,Neutral,0.0
amazing movie movie nights got whole lot affordable,filmfanatic,Positive,0.4
rediscover nostalgia childhood timeless,filmfanatic,Neutral,0.0
showing week old court cinema available,filmfanatic,Positive,0.25
film tip,filmfanatic,Neutral,0.0
check adorable art fluffy white dog balloon perfect day else cute pet cuddle,petphotography,Positive,0.36
sister close breath,petphotography,Neutral,0.0
baby blue,petphotography,Neutral,0.0
aspire unbothered,petphotography,Neutral,0.0
exactly morning kitty,petphotography,Positive,0.25
crew,petphotography,Neutral,0.0
kiki thank pet photo,petphotography,Neutral,0.0
parade week looking forward meeting fur photography family,petphotography,Negative,-0.25
today best photo photography,petphotography,Positive,1.0
featured photographer portfolio truly pet paradise,petphotography,Neutral,0.0
please support remember rescue health welfare,petphotography,Neutral,0.0
pet interested one pet portrait sessions capture amazing dog get touch book studio location available last lifetime dog,petphotography,Positive,0.3125
surround sound harmony yesterday alert listening one ear facing one way catching another direction cat,petphotography,Positive,0.5
pet feeling struggle perfect furry elevate pet photography game expert necessary equipment,petphotography,Positive,0.19999999999999998
like one beautiful boy photography,petphotography,Positive,0.85
click photography dog pet photo click,petphotography,Neutral,0.0
new discover tale standard poodle bowie portrait experience pure love joy companionship,petphotography,Positive,0.33012987012987016
start pet photography business bibliophile nonfiction,petphotography,Neutral,0.0
many know first baby pip birthday week hope look good,petphotography,Positive,0.48333333333333334
excited share second time time,petphotography,Positive,0.1875
meet fox pet week sophia remember submit,petphotography,Neutral,0.0
almost time teeth care extravaganza join mission keep shining,petphotography,Neutral,0.0
pet portrait doesnt like let take picture,petphotography,Neutral,0.0
pearly whites show else joining teeth care sparkle together,petphotography,Neutral,0.0
welcome providing get upstairs studio pet photography studio session proofing choice one folder mounted print dog portraiture,petphotography,Positive,0.8
love furry friend,petphotography,Positive,0.5
different street cat cat via cat canon subscribe,petphotography,Neutral,0.0
morning pick chow,petphotography,Neutral,0.0
took snow today playtime,petphotography,Neutral,0.0
looking rather smug walk today alongside,petphotography,Neutral,0.0
fashion viral,petphotography,Neutral,0.0
super useful photo make look great impress yes check,petphotography,Positive,0.4777777777777778
happy drop youve got photography hello,petphotography,Positive,0.8
think run around alongside today,petphotography,Neutral,0.0
mornings share morning pet thank pet photo,petphotography,Neutral,0.0
photography make time take opportunity celebrate dogs life love never forget magical connection share together,petphotography,Positive,0.5
check adorable art cute napping cozy blanket level detail amazing theyre wearing fluffy fur,petphotography,Positive,0.24000000000000005
new pet portrait feature option best pet,petphotography,Positive,0.5681818181818181
minute regain control body,petphotography,Neutral,0.0
useful photo make look great impress yes check especially,petphotography,Positive,0.3666666666666667
snow day one warmer days weve awhile photographer photography winter,petphotography,Neutral,0.0
enjoying ice frozen today,petphotography,Positive,0.5
furry fabulous digital art photography dogs,petphotography,Positive,0.2
walking taking sunset manila poco dog,petphotography,Neutral,0.0
well know camera enough impress take look fun dazzle,petphotography,Positive,0.15
photo yet,petphotography,Neutral,0.0
pup session sweet,petphotography,Positive,0.35
think got side quest basenji,petphotography,Neutral,0.0
entry level budget phone flagship affordable price even less sale sunset cat dog,petphotography,Negative,-0.16666666666666666
entry level budget phone flagship elegant camera module design front like affordable price cat dog,petphotography,Positive,0.5
canon photography cat session beautiful street cat cat via,petphotography,Positive,0.85
photography create beautiful within studio woodland area get touch studio,petphotography,Positive,0.85
handsome dog pleasure create beautiful print photography,petphotography,Positive,0.675
superior kitten kitty pet dogs puppy cat,petphotography,Positive,0.7
photo took cat,petphotography,Neutral,0.0
bailey ultimate poser chosen whilst dog pet photography,petphotography,Neutral,0.0
bounding life whiskered grin playful healthy cat ball joy cute photography pet cat,petphotography,Positive,0.6
bond true dog cat lasting earth ever pet,petphotography,Positive,0.175
weather mood,petphotography,Neutral,0.0
yet,petphotography,Neutral,0.0
meet compassionate heart behind wag echo gratitude,petphotography,Negative,-0.4
check adorable art cute kitten wicker basket big fluffy fur make look real else could snuggle cozy kitten home,petphotography,Positive,0.13333333333333333
unleash pet lover sniffy stock clearance sale whopping information call mail,petphotography,Neutral,0.0
good morning happy super cute dog put smile face great day dog park course echo came great time making new dog,petphotography,Positive,0.5462121212121211
face impossible odds people love country change portrait boudoir fashion travel photography photographer dog,petphotography,Negative,-0.08333333333333331
boy barney bad state found bob considered helping cross rainbow bridge peacefully later still photography dogs,petphotography,Negative,-0.23333333333333328
pet drew beloved legged companion would love quality digital photography book pet portrait photo shoot drew today portrait,petphotography,Positive,0.39999999999999997
start pet photography business,petphotography,Neutral,0.0
received beautiful picture stunning digital portrait think photography growth,petphotography,Positive,0.45
winter unique canvas snowball fireside,petphotography,Positive,0.375
queen thrown pet,petphotography,Neutral,0.0
robin also include indoor well course dog action perhaps,petphotography,Positive,0.1
hope everyone much dodge freshly fallen snow thank photo funny,petphotography,Positive,0.25
portrait medium phone camera subject form dog title rain get dogs,petphotography,Negative,-0.16666666666666666
happy new year abbey dolly patient enough entertain photo today wishing everyone best new year,petphotography,Positive,0.41454545454545455
koda bear day wan see check photography photography,petphotography,Negative,-0.2
best friend forever dog pet dogs,petphotography,Positive,1.0
cat photography photographer,petphotography,Neutral,0.0
day challenge final day dogs chasing bag great opportunity photo fast cat test run today challenge dog pet canon,petphotography,Positive,0.3333333333333333
book shoot today shot,petphotography,Neutral,0.0
got big cat tree daughter together always pain ass apparently even month old almost big,petphotography,Positive,0.037500000000000006
literal,petphotography,Neutral,0.0
limited chairman business rural interview growth read full interview,celebratelife,Positive,0.09285714285714286
scorching summer style ablaze detailed,celebratelife,Positive,0.4
celebrate meaningful encapsulate joy love visual form truly forever preserve precious unforgettably beautiful way,celebratelife,Positive,0.525
poem,celebratelife,Neutral,0.0
every sunrise miracle joy celebrate moment repeat,celebratelife,Positive,0.8
journey truly work art different people blend harmoniously cherish diverse shape revel beauty create,celebratelife,Neutral,0.0
love article reducing waste energy,sustainablelivingtips,Positive,0.15
reduce reuse recycle,sustainablelivingtips,Neutral,0.0
interested sustainable living learn help live click,sustainablelivingtips,Positive,0.19318181818181818
always make priority recycle minimize plastic use conserve water small make big difference,sustainablelivingtips,Negative,-0.125
previous misunderstanding concise response recap living greener ahead sustainable recap recap recap,sustainablelivingtips,Negative,-0.033333333333333326
take stance holiday season actively food waste help cut back holiday season food waste dont forget tag friend share spread knowledge,sustainablelivingtips,Negative,-0.13333333333333336
banana peel banana peel natural beauty banana peel,sustainablelivingtips,Positive,0.1
welcome zero waste movement every small choice monumental impact dive world reducing waste embracing unlocking power positive,sustainablelivingtips,Positive,0.07545454545454547
adore carry handle convenient spout easy,sustainablelivingtips,Positive,0.43333333333333335
excited share latest post sustainable living new reducing food waste read,sustainablelivingtips,Positive,0.20284090909090907
stay hydrated,sustainablelivingtips,Neutral,0.0
get ready school luna,sustainablelivingtips,Positive,0.2
living doesnt complicated simple home reduce carbon footprint make positive impact environment,sustainablelivingtips,Negative,-0.0909090909090909
happy fall keep cooler weather sustainable season autumn,sustainablelivingtips,Positive,0.8
often benefit people wasting tough control big hope dont start selling bottled air support reduce waste life sustainable,sustainablelivingtips,Negative,-0.1962962962962963
climate change annual extreme urgent action mitigate protect vulnerable,sustainablelivingtips,Negative,-0.17500000000000002
step stylish tomorrow join sustainable fashion revolution luna embrace style purpose stand greener planet together carry change sustainable,sustainablelivingtips,Positive,0.5
want actively participate fight preserve environment house one step towards link,sustainablelivingtips,Negative,-0.13333333333333333
sip ditch plastics one small change make big difference,sustainablelivingtips,Negative,-0.125
saving energy money tell something fun youve saving,sustainablelivingtips,Positive,0.3
mandala sustainable villa project harmonious blend luxury living,sustainablelivingtips,Neutral,0.0
embrace style purpose make difference join sustainable fashion revolution support planet opt luna trend responsibility unite greener tomorrow,sustainablelivingtips,Neutral,0.0
swap fast fashion endure test time,sustainablelivingtips,Positive,0.2
ethical sustainable gorgeous modern conscious,sustainablelivingtips,Positive,0.3
carry change embrace style purpose join revolution sustainable fashion stand planet choose luna trend responsibility together towards greener tomorrow,sustainablelivingtips,Neutral,0.0
embrace change greener tomorrow discover simple ways live,sustainablelivingtips,Positive,0.06818181818181818
culture food fun sustainable living perfect weekend sustainable,sustainablelivingtips,Positive,0.65
living doesnt complicated,sustainablelivingtips,Negative,-0.5
excited share vision mission luna embracing less approach choosing topnotch stand test time,sustainablelivingtips,Positive,0.10416666666666667
want make difference planet start easy read new post arca,sustainablelivingtips,Positive,0.28484848484848485
sustainable story sustainable minimalism electric green climate environment earth future train,sustainablelivingtips,Negative,-0.1
sustainable living via surprise buckeye,sustainablelivingtips,Neutral,0.0
sustainable living make home,sustainablelivingtips,Neutral,0.0
reality crisis surge witness unfolding impact climate change matter protect preserve nature,sustainablelivingtips,Neutral,0.0
touch optimism seize ahead savour every drop,optimisticmindset,Neutral,0.0
start day dose positivity sprinkle kindness embrace gratitude let currency positive create joy share love optimism,optimisticmindset,Positive,0.5090909090909091
compass direction journey choose optimism resilience,optimisticmindset,Neutral,0.0
every step forward new chapter story embrace journey passion write legend positivity,optimisticmindset,Positive,0.13636363636363635
choose see pushing forward unwavering determination,optimisticmindset,Neutral,0.0
dive sea positivity today sprinkle kindness embrace gratitude let currency positive create joy share love optimism,optimisticmindset,Positive,0.5090909090909091
dont stop believing,optimisticmindset,Neutral,0.0
missing make jump dream life around corner help,optimisticmindset,Negative,-0.2
dive positivity today sprinkle kindness embrace gratitude let currency positive create joy share love optimism,optimisticmindset,Positive,0.5090909090909091
top mysterious found ancient,ancientcivilizations,Positive,0.25
take note share,audiobooks,Neutral,0.0
terrifying heart thrilling read book darkness fiction suspense thriller horror terror psychological kindle,audiobooks,Negative,-0.25
get inhabit audible,audiobooks,Neutral,0.0
exhilarating dragon ride fantasy brutal compelling romantic tension left edge seat romance fantasy suspense adventure kindle,audiobooks,Positive,0.024999999999999988
traveling weekend check,audiobooks,Neutral,0.0
engagement sind audio sie die welt sie rein apple,audiobooks,Neutral,0.0
fourth day mother decided audible,audiobooks,Neutral,0.0
feel odd urge fondle dark fantasy horror,audiobooks,Negative,-0.15833333333333333
got audible credit wondering listen next try wedding funny uplifting story love espionage wartime kindle,audiobooks,Positive,0.25
daughter nobility cousin fallen queen dangerous childhood forging path court shadow available audible,audiobooks,Negative,-0.09999999999999998
discover instant new york times follow book first romance fantasy suspense adventure kindle,audiobooks,Positive,0.12878787878787878
voodoo mambo fate worse death half past midnight quarter mystery book available audible series,audiobooks,Negative,-0.10416666666666666
follow like leave links visit drop poetry music,audiobooks,Neutral,0.0
time post links tease say brave bold legendary,audiobooks,Positive,0.7111111111111111
undead acting together kind stage delta latest stage series free also available horror zombie apocalypse,audiobooks,Positive,0.38
intriguing story guessing end become one favorite never disappoint suspense romance inspiration drama kindle audible,audiobooks,Positive,0.4
without support discover new post links share love bookworm,audiobooks,Positive,0.3181818181818182
great western storytelling wonderful job western fiction kindle,audiobooks,Positive,0.45
language category best luck,audiobooks,Positive,1.0
elevate reading game immerse captivating stay loop unlock world knowledge entertainment management,audiobooks,Positive,0.04999999999999999
check stunning fantasy fantasy,audiobooks,Positive,0.5
get swept away tornado gale join raggedy adventure fiction fantasy mythology kindle,audiobooks,Neutral,0.0
easy proven way build good break bad engaging book guide need break bad make good transformation kindle,audiobooks,Positive,0.13888888888888892
strikingly funny excellent experiment quirky atlantic feminism misogyny family fiction sarcasm humor,audiobooks,Positive,0.4166666666666667
keeping date sizzling news dont miss sign today romance,audiobooks,Neutral,0.0
took classic story line know like back hand made completely new romance fantasy mythology kindle,audiobooks,Positive,0.101010101010101
short,audiobooks,Neutral,0.0
jasper earl nephew henry dare risk reckless invasion kindle,audiobooks,Neutral,0.0
anyone else fancy young reading ideal midwinter listening fortunately stream folklore merlin,audiobooks,Positive,0.4666666666666666
quite exciting narration good,audiobooks,Positive,0.5
delighted visionary brilliantly story charting one young journey global disaster see,audiobooks,Positive,0.42500000000000004
dive world diverse collection hidden weve got covered,audiobooks,Negative,-0.16666666666666666
nominated best fiction narrator hope porter sorry,audiobooks,Positive,0.25
kana link jest fantasy,audiobooks,Neutral,0.0
waiting bright new future available audible life give chance courage grasp could well female equivalent mike,audiobooks,Positive,0.24727272727272726
listen five crime available audible play apple,audiobooks,Positive,0.4
new author alert welcome family narrator,audiobooks,Positive,0.4681818181818182
beat winter storm fun cozy fireside keep turning find wow theyre love lewis,audiobooks,Positive,0.175
heart studio find voice join incredible journey recording blend art technology pure passion,audiobooks,Positive,0.5571428571428572
check final fantasy type day one edition one factory sealed via vintage entertainment rare sale discount holiday valentine,audiobooks,Positive,0.15
try operation free audible premium plus stream included month day trial cancel click link thriller,audiobooks,Positive,0.4
sending big thanks talented sample recording random beginning novel click link enjoy,audiobooks,Positive,0.15999999999999998
youd like join listen reading heart book phone please join especially meant blind community know struggle,audiobooks,Negative,-0.25
wonderful conversation dyslexia summary link video dyslexia reading,audiobooks,Positive,1.0
please listen short sample amazing lower power voiced renowned narrator audio listen supernatural horror upcoming,audiobooks,Positive,0.2555555555555556
time post see promote daily see find next audible,audiobooks,Neutral,0.0
attention deck casting season two volume one audition,audiobooks,Neutral,0.0
full day booth reflect beauty narration sunset,audiobooks,Positive,0.35
click link get horror scary creepy eerie chilling,audiobooks,Negative,-0.5
check time works watch new exclusive via vintage entertainment rare sale discount holiday valentine,audiobooks,Positive,0.21818181818181817
check fact crap game excellent condition via vintage entertainment rare sale discount holiday valentine,audiobooks,Positive,0.024999999999999953
podium audible,audiobooks,Neutral,0.0
maximum exposure promotion network welcome visit,audiobooks,Positive,0.8
free write island mystery adventure set boat check sometime,audiobooks,Positive,0.4
great also found apple engineering business technology please share,audiobooks,Positive,0.8
miller smart new take journey empowerment beautifully read mighty great constantly evolve continue enlighten novel proof exhibit,audiobooks,Positive,0.40010822510822514
tale castle beauty beast one know rose raven available audible,audiobooks,Positive,0.5
believe someday going favorite author booklover links art,audiobooks,Positive,0.5
six one place audible horror vampire,audiobooks,Neutral,0.0
nominated see,audiobooks,Neutral,0.0
romance enchanting swept steamy tales love passion,audiobooks,Positive,0.5
cool mix,audiobooks,Positive,0.35
time drop art poetry music support,audiobooks,Neutral,0.0
fed man cheating enough love link drama series paperback audible,audiobooks,Positive,0.25
battlefield post apocalyptic adventure via free fiction,audiobooks,Positive,0.4
young exceptional hearts,audiobooks,Positive,0.3833333333333333
young adult join made young adult genre shine world,audiobooks,Positive,0.1
scary alert please horror audiophile creepy scary audio,audiobooks,Negative,-0.5
check free also check check book trailer two,audiobooks,Positive,0.4
falling shy cowboy nook kindle,audiobooks,Negative,-0.5
recommend consider writing life everything different chuck memoir,audiobooks,Neutral,0.0
recommend effective take writing next level molly,audiobooks,Positive,0.3
one place audible fantasy paranormal romance,audiobooks,Neutral,0.0
try operation free audible premium plus stream included month day trial cancel click link bookworm,audiobooks,Positive,0.4
try operation free audible premium plus stream included month day trial cancel click link,audiobooks,Positive,0.4
really food find prepare life senior nutrition,audiobooks,Positive,0.2
adorable sophisticated since read delightful picture book kindle,audiobooks,Positive,0.6666666666666666
audio association audio create apa choice honor highflying may,audiobooks,Neutral,0.0
apart amazing cast cant wait bring life gon wan miss one horror queer,audiobooks,Positive,0.20000000000000004
narration,audiobooks,Neutral,0.0
vera,audiobooks,Neutral,0.0
didnt read last year maybe need check theses new,audiobooks,Positive,0.06818181818181818
cooking get speed action get ready release,audiobooks,Positive,0.15000000000000002
exceptional multivoiced performance,audiobooks,Positive,0.6666666666666666
recently prestigious restaurant international district impressive,finecuisine,Positive,0.3333333333333333
luxury corporate personal chef marina staver elegance book,finecuisine,Neutral,0.0
recently fish transformation former gastronomic gem old,finecuisine,Positive,0.03333333333333333
dont forget vine extended delivery radius whole order unique,finecuisine,Positive,0.2875
recently downtown another epic experience,finecuisine,Positive,0.05
indulge dining experience thats exquisite inviting health west orange elegant dining setting taste sophistication warmth every meal culinary journey savor,finecuisine,Positive,0.5
elevate dining experience new business book stay today make last lifetime contact,finecuisine,Positive,0.06818181818181818
welcome lounge ultimate destination comfort luxury relaxation comfort relaxation,finecuisine,Positive,0.4
try king prawn try king prawn tonight well deliver,finecuisine,Neutral,0.0
good food heart happy home center take next level cuisine enjoy gourmet every day taste treat join today,finecuisine,Positive,0.36
thanks talent chef live link gastronomy chef rich delicate,finecuisine,Positive,0.10284090909090911
make spaghetti instead,finecuisine,Neutral,0.0
fresh bread dipped curry could better,finecuisine,Positive,0.4
modern world food worth wait unique,finecuisine,Positive,0.2916666666666667
dinner tonight unique fish call book,finecuisine,Positive,0.375
recently park restaurant among various creative dish salad splendid,finecuisine,Positive,0.33333333333333337
indulge delightful dinner date villa marina taxis ready take,finecuisine,Positive,0.6
settle old argument everyone feel chips curry unique,finecuisine,Positive,0.2375
smile way unique,finecuisine,Positive,0.3375
recently returned tail fox another set delectable every culinary concoction evening simply scrumptious corn,finecuisine,Neutral,0.0
night real one,finecuisine,Positive,0.2
arrive call book unique,finecuisine,Positive,0.375
find wellness,finecuisine,Neutral,0.0
festival cuisine new brunswick vegetarian,finecuisine,Positive,0.13636363636363635
great new development new exciting chapter history legendary place soho restaurant,finecuisine,Positive,0.4745454545454546
indulging gourmet dinner experience las best best,finecuisine,Positive,1.0
recently bar tapas district refined inventive small prepared head chef tapas,finecuisine,Positive,0.08333333333333333
artificial intelligence future rival fine dining guardian fascinating world inability taste like talented chef check intriguing article,finecuisine,Positive,0.25277777777777777
summer secure table restaurant farm cuisine,finecuisine,Positive,0.4
pour,finecuisine,Neutral,0.0
recently returned modern bistro tail fox another enchanting repast soulful sophisticated fare,finecuisine,Positive,0.2333333333333333
hungry already could book unique fish,finecuisine,Positive,0.375
new listing step aboard exquisite custom dinner ship experience dining experience like make custom year condition used category power,finecuisine,Positive,0.5681818181818181
recently bistro tail fox every dish selected evening culinary precision creativity,finecuisine,Neutral,0.0
mix tonight mixed grill chicken tikka vine unique,finecuisine,Negative,-0.075
recently time lunch chic restaurant assortment traditional sake,finecuisine,Neutral,0.0
mix tonight mixed grill chicken tikka vine,finecuisine,Negative,-0.3
perfect summer cold cobra hot curry,finecuisine,Positive,0.21666666666666667
wildlife tiger nature,finecuisine,Neutral,0.0
unimportant question day never sierra mist fan thinking starry better sprite change recipe simply power marketing perhaps mixed culinary hydration,finecuisine,Positive,0.019999999999999997
place every meal experience every steak masterpiece,finecuisine,Neutral,0.0
mix tonight mixed grill chicken tikka vine book,finecuisine,Negative,-0.3
hungry already could book call book unique,finecuisine,Positive,0.375
visit bank holiday weekend sample mouth watering,finecuisine,Neutral,0.0
enjoy meal swiss,finecuisine,Positive,0.4
menu based dietary needs plus handle prep cleanup relax enjoy special event contact today book private chef,finecuisine,Positive,0.2523809523809524
fine cuisine table exclusive wine tasting swiss,finecuisine,Positive,0.4166666666666667
indulge finer life like luxurious dinner,finecuisine,Neutral,0.0
truly appreciate receive recent review one lovely book table,finecuisine,Positive,0.25
looking pure comfort stylish atmosphere delicious breakaway crab lobster need book stay,finecuisine,Positive,0.5714285714285715
whether mood romantic dinner two family feast something everyone,finecuisine,Neutral,0.0
room gorgeous lovely view sea food amazing recommend enough hope back soon hotel accommodation explore,finecuisine,Positive,0.36
cooking time minimal art cooking time interior inspiration home design kitchen wine dine bar typography boho,finecuisine,Negative,-0.1
hot chili minimal art cooking interior inspiration home design kitchen wine paprika spice boho,finecuisine,Positive,0.075
bottle glass hot chili good take time minimal art minimal typography cooking kitchen wine paprika spice boho,finecuisine,Positive,0.1875
hot chili bottle glass minimal art minimal kitchen wine paprika spice illustration boho,finecuisine,Positive,0.016666666666666663
know crab lobster old pop tipple charming bar book table enjoy delicious,finecuisine,Positive,0.55
never understand men dont want cunnilingus honestly favorite,finecuisine,Positive,0.5
experience fine cuisine relax bottle wine beach relax hearts content,finecuisine,Positive,0.4166666666666667
process per vino cap opera renaissance opera,finecuisine,Neutral,0.0
experience epitome sophistication elegance dine upscale hotel lounge surrounded opulent soothing piano call,finecuisine,Neutral,0.0
well settled quick unique fish call book waiting today,finecuisine,Positive,0.35416666666666663
enjoy luxury home family easter crab cottage delicious doorstep exquisite book stay,finecuisine,Positive,0.7999999999999999
want bring joy people dont become entertainer become chef chef,finecuisine,Positive,0.8
enjoying vodka salad side,finecuisine,Positive,0.5
today ill tube around later quick,finecuisine,Negative,-0.05555555555555556
red blue nothing romantic date night dinner two happy day,finecuisine,Positive,0.2
love air bobby say way heart stomach thats true treating elegant delicious dinner sure get,finecuisine,Positive,0.5700000000000001
post lovely resident ava hungry pain soon,finecuisine,Positive,0.5
great thing menu every day always something new delicious try book table,finecuisine,Positive,0.6454545454545455
chocolate weakness chocolate fondant heaven,finecuisine,Neutral,0.0
new starter spiced monkfish marinated vegetable salad coriander yoghurt cauliflower book table,finecuisine,Positive,0.13636363636363635
fine dine pure bliss experience meal grill culinary experience worth cherishing beach grill paradise dining,finecuisine,Positive,0.23273809523809524
recently successfully excellent service presentation stylish friendly ambience food highest quality book table,finecuisine,Positive,0.625
sweet savory spicy weve got dish everyone,finecuisine,Positive,0.35
maritime world heritage site gone celebrate spend day tasting enjoying spectacular much,finecuisine,Positive,0.43333333333333335
pick seat seat whats favorite spot house,finecuisine,Positive,0.5
delicious tasty menu surely hit next date night stop meal impossible resist,finecuisine,Positive,0.20833333333333334
meal complete without something sweet sure save room dessert like decadent chocolate,finecuisine,Positive,0.31666666666666665
whats celebration marine pizza family,finecuisine,Neutral,0.0
good food everyone good mood confident put biggest smile face,finecuisine,Positive,0.5499999999999999
article ligne plus bien corps former cur conversation sur table lire gastronomy,finecuisine,Neutral,0.0
looking wow family holiday season bring theyll talking lamb till next year,finecuisine,Positive,0.05
dont far get authentic food come bobby want made right come join weekend unforgettable meal,finecuisine,Positive,0.42142857142857143
dont wait weekend good time whether meeting new catching old offer perfect spot every day week,finecuisine,Positive,0.5072727272727272
even though tuna big enough share doesnt mean tackling plate friend split,finecuisine,Negative,-0.10416666666666667
dont talented artist join art room today fun chatting maybe even taking new hobby,mentalhealth,Positive,0.37878787878787873
man hospital shot self gun mental health radio video woman said inmate stole gun,mentalhealth,Negative,-0.1
supplement stigma tropical inspiration evidence drive change global national endemic demand,mentalhealth,Neutral,0.0
plus sur syndrome stress trauma,mentalhealth,Neutral,0.0
elevate unlock power mental health support mental health first aid enjoy mental health,mentalhealth,Positive,0.06999999999999999
send want start level life quote motivation inspiration motivational motivate inspirational coaching success inspiring entrepreneur inspire coach entrepreneurial,mentalhealth,Positive,0.43333333333333335
prevent despair promote healing fighting bullying harassment discrimination prejudice workplace suicide prevention,mentalhealth,Neutral,0.0
latest course would like develop knowledge supporting people living enrol today free,mentalhealth,Positive,0.3833333333333333
interesting article impact social media mental health importance digital,mentalhealth,Positive,0.10833333333333334
first month year time restart recharge refresh hope thriving new energy new new new fitness,mentalhealth,Positive,0.1590909090909091
breathe bad day bad life support mental health,mentalhealth,Negative,-0.49999999999999994
mental health important physical health remember take time practice patience,mentalhealth,Positive,0.10000000000000002
video help make informed mental health treatment better together mental wellness one community,mentalhealth,Positive,0.10000000000000002
autism autistic disability inclusion anxiety,mentalhealth,Negative,-0.2
kalian program program mental gratis dari,mentalhealth,Negative,-0.1
essential ensure appropriate support add additional layer information available,mentalhealth,Positive,0.3
loving guilt loaded wrong place budget gold,mentalhealth,Positive,0.04999999999999999
great listen information make informed decision mood,mentalhealth,Positive,0.8
engage recognize mental health environment recognize giving back involve like tree planting community clean,mentalhealth,Positive,0.0888888888888889
know exercise great way improve physical activity effects get moving today even short walk make difference,mentalhealth,Positive,0.26666666666666666
matter change comes way know thrive always receive positive please subscribe via mani newsletter,mentalhealth,Positive,0.22727272727272727
latest mental health first successfully qualification join mental health first aid team amy,mentalhealth,Positive,0.2583333333333333
good morning everyone made today believe,mentalhealth,Positive,0.7
soap making today weve grown well making family soap,mentalhealth,Neutral,0.0
dont miss key mental health rooted physiology march find attend,mentalhealth,Negative,-0.05
police bipolar reform crisis,mentalhealth,Neutral,0.0
survey call looking hear young people aged support particularly dont always get support need find create change,mentalhealth,Positive,0.05555555555555555
supporting wrapping partnership end throughout partnership raised important work stay tuned new,mentalhealth,Positive,0.26212121212121214
market commercial residential development potential build home house investment luxury,interiordesign,Neutral,0.0
front den touch,interiordesign,Neutral,0.0
handmade tripod cricket table made wood click link purchase handmade table handmade,interiordesign,Neutral,0.0
cruise family standard width version popular cruise headboard shop modern,interiordesign,Positive,0.26666666666666666
love cross stitch design head browse wide range picture art photograph photo creative,interiordesign,Positive,0.225
process one flooring desert click link want complete fitting project click link,interiordesign,Positive,0.3
supporting mall store travel travel stuff kitchen dining cheap,interiordesign,Positive,0.325
stunning range luxury freestanding aspen buy bath freestanding rondo winter cozy,interiordesign,Positive,0.07500000000000001
ongoing classes graphic design join graphic design animation course,interiordesign,Neutral,0.0
morocco morocco travel,interiordesign,Neutral,0.0
antique pale oak farmhouse table antique furniture,interiordesign,Negative,-0.21
ultra modern full luxurious home design budget ultra modern,interiordesign,Positive,0.25
dream wood studio get inspired visit interior house home design architecture,interiordesign,Neutral,0.0
cotton waffle duvet set ref number duvet bedding bedroom interior,interiordesign,Neutral,0.0
two beautiful key price decorative patina antique,interiordesign,Positive,0.425
today open lighting furniture paint home come see visit home,interiordesign,Neutral,0.0
budget marble dan media web marble interior design,interiordesign,Neutral,0.0
jump trend green transform home natural stone earthy porcelain sustainable wood flooring explore today fall love nature,interiordesign,Positive,0.13333333333333333
transformation spotlight discover family home heart surrey completely latest post creation lounge,interiordesign,Positive,0.5
office building design stay connected liking following page regular,interiordesign,Neutral,0.0
new abstract design harmonious blend subtle making available library order free sample abstract,interiordesign,Positive,0.15075757575757576
maximize interior design receptive might key elevating vision collaboration,interiordesign,Neutral,0.0
focal point lounge stunning wooden accent wall smooth wooden flooring luxurious foundation magnificent chandelier soft ambient glow visit call,interiordesign,Positive,0.3333333333333333
smart international yacht aviation interior bespoke,interiordesign,Positive,0.10714285714285714
offer offer offer offering price luxurious make reality best home group colony facing,interiordesign,Positive,1.0
